_id,CODIGO,CAMINO,ETAPA,COORD_X,COORD_Y,TIPO_SENAL
628,628,Francés,F3 (Zubiri-Pamplona/Iruña),621576,4752839,Mojón
629,629,Francés,F3 (Zubiri-Pamplona/Iruña),621147,4752195,Señal Cruce Carretera
630,630,Francés,F3 (Zubiri-Pamplona/Iruña),619253,4751030,Mojón
631,631,Francés,F3 (Zubiri-Pamplona/Iruña),616223,4746059,Mojón
632,632,Francés,F3 (Zubiri-Pamplona/Iruña),614155,4743732,Flecha Direccional
633,633,Francés,F4 (Pamplona/Iruña-Puente la Reina/Gares),606870,4736569,Señal Cruce Carretera
634,634,Francés,F4 (Pamplona/Iruña-Puente la Reina/Gares),604190,4733159,Mojón
635,635,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),596595,4724853,Mojón
636,636,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),592715,4724921,Flecha Direccional
637,637,Zaraputz,F6 (Estella/Lizarra-Los Arcos),578502,4721928,Mojón
638,638,Aragonés,A3 (Monreal-Puente la Reina/Gares),617368,4730055,Mojón
639,639,Aragonés,A3 (Monreal-Puente la Reina/Gares),615830,4729977,Mojón
640,640,Aragonés,A3 (Monreal-Puente la Reina/Gares),607446,4725024,Mojón
641,641,Aragonés,A3 (Monreal-Puente la Reina/Gares),601705,4725338,Mojón
642,642,Aragonés,A3 (Monreal-Puente la Reina/Gares),601531,4725416,Mojón
643,643,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641358,4767836,Poste de Seguridad
644,644,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641378,4767808,Poste de Seguridad
645,645,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641394,4767776,Poste de Seguridad
646,646,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641408,4767738,Poste de Seguridad
647,647,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641429,4767705,Poste de Seguridad
648,648,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641436,4767670,Poste de Seguridad
649,649,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641436,4767627,Poste de Seguridad
650,650,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641430,4767586,Poste de Seguridad
651,651,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641429,4767549,Poste de Seguridad
652,652,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641427,4767507,Poste de Seguridad
653,653,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641402,4767479,Poste de Seguridad
654,654,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641369,4767459,Poste de Seguridad
655,655,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641332,4767449,Poste de Seguridad
656,656,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641297,4767437,Poste de Seguridad
657,657,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641264,4767421,Poste de Seguridad
658,658,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641228,4767399,Poste de Seguridad
659,659,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641198,4767377,Poste de Seguridad
660,660,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641120,4767303,Poste de Seguridad
661,661,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),641027,4767282,Poste de Seguridad
662,662,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),640930,4767246,Poste de Seguridad
663,663,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),640833,4767222,Poste de Seguridad
664,664,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),640727,4767200,Poste de Seguridad
665,665,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),640646,4767165,Poste de Seguridad
666,666,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),640551,4767136,Poste de Seguridad
667,667,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),640456,4767108,Poste de Seguridad
668,668,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),640279,4767000,Poste de Seguridad
669,669,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),640366,4767044,Poste de Seguridad
670,670,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),640188,4766964,Poste de Seguridad
671,671,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),640111,4766920,Poste de Seguridad
672,672,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),640042,4766849,Poste de Seguridad
673,673,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),640030,4766813,Poste de Seguridad
674,674,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),640015,4766777,Poste de Seguridad
675,675,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639982,4766749,Poste de Seguridad
676,676,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639958,4766735,Poste de Seguridad
677,677,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639863,4766695,Poste de Seguridad
678,678,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639751,4766669,Poste de Seguridad
679,679,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639654,4766642,Poste de Seguridad
680,680,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639628,4766635,Poste de Seguridad
681,681,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639607,4766629,Poste de Seguridad
682,682,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639600,4766622,Poste de Seguridad
683,683,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639595,4766625,Poste de Seguridad
684,684,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639592,4766615,Poste de Seguridad
685,685,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639576,4766615,Poste de Seguridad
686,686,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639584,4766610,Poste de Seguridad
687,687,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639558,4766608,Poste de Seguridad
688,688,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639570,4766607,Poste de Seguridad
689,689,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639537,4766596,Poste de Seguridad
690,690,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639515,4766585,Poste de Seguridad
691,691,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639490,4766570,Poste de Seguridad
692,692,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639493,4766563,Flecha Direccional
693,693,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639476,4766552,Poste de Seguridad
694,694,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639440,4766540,Poste de Seguridad
695,695,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639398,4766521,Poste de Seguridad
696,696,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639358,4766496,Poste de Seguridad
697,697,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639326,4766475,Poste de Seguridad
698,698,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639287,4766452,Poste de Seguridad
699,699,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639263,4766415,Poste de Seguridad
700,700,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639255,4766370,Poste de Seguridad
701,701,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639280,4766347,Poste de Seguridad
702,702,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639321,4766315,Poste de Seguridad
703,703,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639301,4766287,Poste de Seguridad
704,704,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639264,4766260,Poste de Seguridad
705,705,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639256,4766219,Poste de Seguridad
706,706,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639265,4766173,Poste de Seguridad
707,707,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639273,4766131,Poste de Seguridad
708,708,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639268,4766092,Poste de Seguridad
709,709,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639247,4766060,Poste de Seguridad
710,710,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639220,4766020,Poste de Seguridad
711,711,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639192,4765988,Poste de Seguridad
712,712,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639126,4765902,Poste de Seguridad
713,713,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),639039,4765852,Poste de Seguridad
714,714,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638958,4765796,Poste de Seguridad
715,715,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638914,4765702,Poste de Seguridad
716,716,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638932,4765603,Poste de Seguridad
717,717,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638967,4765502,Poste de Seguridad
718,718,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638978,4765464,Poste de Seguridad
719,719,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638989,4765424,Poste de Seguridad
720,720,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638993,4765403,Señal Cruce Carretera
721,721,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638991,4765375,Poste de Seguridad
722,722,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638982,4765350,Poste de Seguridad
723,723,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638964,4765339,Poste de Seguridad
724,724,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638944,4765318,Poste de Seguridad
725,725,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638929,4765313,Mojón
726,726,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638923,4765302,Poste de Seguridad
727,727,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638906,4765281,Poste de Seguridad
728,728,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638893,4765268,Poste de Seguridad
729,729,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638891,4765266,Mojón
730,730,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638875,4765245,Poste de Seguridad
731,731,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638865,4765228,Poste de Seguridad
732,732,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638868,4765229,Señal Cruce Carretera
733,733,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638854,4765215,Poste de Seguridad
734,734,Lepoeder,F1 (Francia-Orreaga/Roncesvalles),638456,4764408,Mojón
735,735,Francés,F1 (Francia-Orreaga/Roncesvalles),630587,4759557,Señal Cruce Carretera
